Text,Classification,Length
Twin Otter Aircraft crashed some 7 km before landing in adverse weather.  Pilot was killed.,Fatal Incident,91
Victim was found trapped between a workbench and a tool rack which had fallen over onto him,Fatal Incident,91
While pulling crane pendant the deceased fell over a guard rail and fell to the deck below.,Fatal Incident,91
A 1 kg bolt fell down from lower racking arm. The height was 9 meter. 3 persons was nearby.,HiPo Incident,91
Catastrophic failure of rotary screw air compressor: Fire outbreak in compressor enclosure.,HiPo Incident,91
"During repairs, a light fitting on the side of an onshore tank was found to be not earthed.",HiPo Incident,91
Leakage in the lubricator oil system in the high pressure turbine caused a smoke detection.,HiPo Incident,91
"A Steam boiler exploded when it was being started by the operator, who instantaneously died.",Fatal Incident,92
Diving contractor was pulled into the vessels thrusters when his umbilical became entangled.,Fatal Incident,92
"Driver lost control of vehicle and it rolled over, killing driver and third party passenger.",Fatal Incident,92
The victim was being transported by boat when boat was struck in dense fog by a supply boat.,Fatal Incident,92
The worker was struck by a wire when a derrick was being dismantled from a production field.,Fatal Incident,92
A carpenter sustained a cut on his head from falling chips while working in the pump house. ,HiPo Incident,92
A water pump was overheated due to continuously pump running while the water stopped flowing,HiPo Incident,92
An extinguisher cover was blown into the air by a helicopter rotor (potential 12 fatalities),HiPo Incident,92
During the restart of a well an instrument tube connection into the Top annulus blew-out at ,HiPo Incident,92
"Equalising line between shipping tanks was partially plugged, causing the tank to overflow. ",HiPo Incident,92
He got base oil on his foot. He used boiler suit but the oil went through and he got a rash.,HiPo Incident,92
"Contractor was struck by wooden beam, which broke during the construction of concrete gutters",Fatal Incident,93
An object weighing 35 kilogrammes dropped 35 metres.  Potential for serious personnel injury.,HiPo Incident,93
"Blow Out during snubbing operations. The well was secured after one hour. No fire, no injury.",HiPo Incident,93
"Horse head and walking beam fell off and hit ground, striking wellhead and flow line piping. ",HiPo Incident,93
The air compressor casing of a turbine exploded causing severe damage but no one was injured.,HiPo Incident,93
"The electrician took power through his body, from hand to hand. His little finger was burned.",HiPo Incident,93
Worker fell from height (approximately 5m) to ground level. Worker fell through scaffold bay.,HiPo Incident,93
A contractor stepped onto the rotary table and received fatal injuries when he was thrown off.,Fatal Incident,94
"A man was lost during a man overboard exercise.  The contractor is now missing, presumed dead.",Fatal Incident,94
"A tilting truck was being moved backward to a loading zone, when it ran over the truck driver.",Fatal Incident,94
Contract welder fatally burned when welding sparks ignited drums containing flammable residue.,Fatal Incident,94
Contractor-hired lorry collided with a diesel truck resulting in the death of the lorry driver,Fatal Incident,94
Entering mud testing cabin which had become electrically alive as a result of faulty earthing.,Fatal Incident,94
Minibus hit a 12 year old child who had begun to cross the road.  Death confirmed in hospital.,Fatal Incident,94
An excavator boom touched overhead power lines over the road.  Fortunately they were not live.,HiPo Incident,94
Sideboom operator killed as a result of attempting to make unauthorised adjustments to machine.,Fatal Incident,95
The operator was struck by a drilling tool when it was being moved from a truck in an oil well.,Fatal Incident,95
Well services employee was struck by falling travelling block and tongs when wire ropes parted.,Fatal Incident,95
"Contractor vehicle convoy travelling from South Omo to Addis without JMP, and driving at night.",HiPo Incident,95
During the lifting of a bobbin winder to a crane wire - a hydraulics tank and motor came loose.,HiPo Incident,95
Gas leak from drain valve of the Propane Compressor MP Suction Drum realized during defrosting.,HiPo Incident,95
The mechanical foreman was struck by a valve that failed under pressure during maintenance work.,Fatal Incident,96
Whilst waiting for transport a contractor went for a swim and got into difficulties and drowned.,Fatal Incident,96
A member of staff broke a bone in his foot by treading on a door stop in the office. (LTI 1 day),HiPo Incident,96
Driver found to be medically unfit to drive after completing road journey from Dhaka to Bangora.,HiPo Incident,96
He slipped and used his hand to hold him steady.  1 hour later he had pain in his left shoulder.,HiPo Incident,96
"Two people were hurt when a car rolled on a main road, one passenger was not wearing a seatbelt.",HiPo Incident,96
"Driver lost control of vehicle, it skidded and rolled over, fatally injuring the three passengers",Fatal Incident,97
"During the construction of a new asphalt road, a labourer was crushed by a reversing road-roller.",Fatal Incident,97
Individual was struck in the head by a temporary relief line that jumped when it was pressurized.,Fatal Incident,97
Twin Otter Aircraft crashed some 7 km before landing in adverse weather.  Company passenger died.,Fatal Incident,97
A contractor was hospitalised for arm amputation after his arm was caught in a drilling rig rope.,HiPo Incident,97
A person became caught and injured between a hanging load in a deck crane and a fixed structure. ,HiPo Incident,97
Emission of 65 m3 Glydrill mud (water base mud ). This emission was a result of a wron operation.,HiPo Incident,97
The crane engine suddenly stoped while transferring personnel by basket from vessel to platform. ,HiPo Incident,97
A Twin Otter aircraft crashed into the side of a hill in bad visibility - their were no survivors.,Fatal Incident,98
The deceased was climbing an electric tower when he fell to the ground from a height of 18 meters.,Fatal Incident,98
Amine leak occurred when a lagger drilled through a pipe as he was installing insulation cladding.,HiPo Incident,98
Nairobi Office - IP was admitted into hospital suffering from acute Malaria and severe dehydration,HiPo Incident,98
Short circuit in the transformer for the first stage electrically driven gassinjection compressor.,HiPo Incident,98
The man's glasses were misted up. He removed his glasses and then got a foreign object in his eye.,HiPo Incident,98
A seaman on a tanker was killed when a lifting tackle cleat failed during hose handling operations.,Fatal Incident,99
"Whilst cold cutting a 6 inch pipe, the pipe ruptured.  Pieces of material hit seven men.  Two died.",Fatal Incident,99
2 gas detectors were activated and NAS 2 was released during controlled air venting of pipe system.,HiPo Incident,99
"A bolt fell onto the drilling deck. Weight: 370 gram, height: 15 metres. There was a person nearby.",HiPo Incident,99
A nut weighing 4.9 kg fell onto the drilling deck from a height of 3 metres. One person was nearby.,HiPo Incident,99
A piece of windwall bumper guard piping hit the floorman on the hardhat causing laceration to head.,HiPo Incident,99
Drill crew was in the process of making surface checks on a test tool. The test tool was rigged up ,HiPo Incident,99
Hurricane Lili caused the complete loss of an 8 legged offshore platform. no pollution or injuries.,HiPo Incident,99
Overpressure of a regeneration fuel gas fired furnace resulting in 1 LWC and damage to the furnace.,HiPo Incident,99
Personnel were carrying out preventive maintenance on platform1 and platrom2 LCR CO2 gaseous system,HiPo Incident,99
"While disembarking passengers from the helicopter, the aircraft moved forward and veered starboard.",HiPo Incident,99
A pickup overturned by being driven at high speed.  In this event a worker died by cranial fracture.,Fatal Incident,100
* Sever vibration (line shaking) was observed on 160-0G-2352-10•À_•À_-G48-0 (Recycled Gas from 2nd Stage,HiPo Incident,100
"A broken bolt fell down from the drilling rig to the drilling deck. Weight: 1,42 kg . Height: 20 cm.",HiPo Incident,100
A fire broke out on board a truck transferring cargo. There were no injuries but the cargo was lost.,HiPo Incident,100
A Powerwell Hydro-cyclones unit installed as temporary equipment to remove fines /sand from the 36•À_•À_,HiPo Incident,100
During lifting of some drilling equipment a roughneck crushed his leg between catwalk and hand rail.,HiPo Incident,100
The injured party was struck when the diverter handling tool was in collision with the Riser Spider.,HiPo Incident,100
A patrol vehicle was attacked by armed robbers. The deceased was shot in the head and died instantly.,Fatal Incident,101
An accidental explosion occured at a pump station during a tie-in in the upgrade of the pump station.,Fatal Incident,101
Changing landing lights on helicopter landing deck and fell approx 30 feet to the flare bridge below.,Fatal Incident,101
Contractor returned to the houseboat in an intoxicated condition and fell into the river and drowned.,Fatal Incident,101
2 scaffolders were dismantling an overboard scaffold that had been constructed to remove the lifeboat,HiPo Incident,101
A construction worker slipped and fell through a grating opening onto a steel plate 1.5 metres below.,HiPo Incident,101
A person was hit in his back when a load being lifted by deck crane suddenly lowered out of control. ,HiPo Incident,101
"HIPO, X-mas Tree Damage (Fall of Lubricator &amp; BOP Assembly on Xmas Tree During Lifting Operation)",HiPo Incident,101
"Tripping of a platform due to dropping of communication with DCS, while loading the new DCS software.",HiPo Incident,101
Vessel boarded by pirates who took personal belongings of crew and disembarked after approx. 30 mins.,HiPo Incident,101
A labourer injured his left thumb while working with electrical cables. He was given 14 days off work.,HiPo Incident,102
A vessel collided with a mobile rig. The vessel was occupied with unloading when the incident happened,HiPo Incident,102
